Version	Name	Genre	Artist	bpm	☆N7	☆H7	☆A7	☆D7	☆N14	☆H14	☆A14	☆D14	N7	H7	A7	D7	N14	H14	A14	D14
12	BLOCKS	TRANCE	SPARKER	141	5	7	12	-	4	7	12	-	417	675	1000	-	417	746	1001	-
12	BREATH	ROCOCO TEK	SPARKER	160	6	7	10	-	5	8	10	-	469	663	875	-	455	700	930	-
12	CAR OF YOUR DREAMS	SUPER EURO BEAT	DAVE&NUAGE	152	5	6	7	-	4	6	-	-	502	732	924	-	500	734	-	-
12	Click Again	CLICK HOUSE	dj REMO-CON	137	5	6	11	-	4	6	10	-	462	737	1097	-	462	735	1039	-
12	Close my Eyes for Me	AMERICA	D-crew feat.DENNIS GUNN(DJ Yoshitaka SCRATCHING)	132-145	5	8	9	-	5	8	11	-	539	755	948	-	521	751	1058	-
12	D.A.N.C.E.!	J-POP	DJ Yoshitaka feat. 星野奏子	116	3	5	10	-	3	5	8	-	299	431	826	-	298	425	653	-
12	Don't be afraid myself	J-POP	platoniX with ray.D	165	5	9	10	-	6	9	10	-	566	960	1155	-	621	935	1094	-
12	earth scape	PIANO BALLAD	dj TAKA	45-94	2	5	7	-	2	6	-	-	230	530	644	-	145	507	-	-
12	EVO66	TECHNO	Wall5	135	4	7	9	-	4	7	11	-	434	817	1000	-	434	817	1000	-
12	FAKE TIME	HARD ROCK	dj REMO-CON	200	5	12	12	-	7	12	12	-	534	916	1231	-	534	879	1178	-
12	Fly Away To India	J-POP	Baby Weapon feat. KAJIL	133	3	6	7	-	4	6	-	-	344	562	712	-	344	562	-	-
12	GENOCIDE	DRUM'N'BASS	dj Killer	175	6	10	11	-	6	12	12	-	587	1103	1222	-	588	1211	1456	-
12	gigadelic	NUSTYLE GABBA	teranoid feat. MC Natsack	173	9	12	12	-	10	12	12	-	771	1116	1301	-	754	1110	1344	-
12	HARMONY	SUPER EURO BEAT	REGINA	160	4	6	7	-	4	6	8	-	417	689	848	-	406	679	829	-
12	HORIZON	HAPPY HARD CORE	LIA	171	5	7	8	-	5	7	9	-	546	786	990	-	547	818	1027	-
12	INJECTION OF LOVE	ELECTRIC CABARET	新谷あきら	160	4	6	9	-	3	7	-	-	343	532	769	-	359	553	-	-
12	Kecak	TRANCE	John Robinson	139	5	7	11	-	4	7	10	-	511	854	1234	-	488	847	1319	-
12	KEY	BEAT ROCK	colors	212	6	8	11	-	5	8	0	-	573	950	1436	-	573	989	1400	-
12	KING OF GROOVE	TECHNO	DJ 19	132	4	7	9	-	4	7	11	-	459	822	1089	-	459	822	1440	-
12	KI･SE･KI(IIDX RED EDIT)	J-POP	BeForU	155	4	7	8	-	3	7	9	-	379	671	969	-	379	671	948	-
12	Les filles balancent	FRANCE	Orange Lounge	180	5	6	7	-	6	7	8	-	472	629	828	-	484	648	805	-
12	listen to yourself	ERHU FUNK	Tetsuya Uchida	130	5	7	10	-	5	9	-	-	387	613	1071	-	375	626	-	-
12	More Move	CLUB BOSSA	T-Hirono feat.PAULINHO	180	5	7	8	-	5	8	8	-	498	773	858	-	498	773	858	-
12	Move Me	AFRICA	good-cool feat. Raj Ramayya	93-186	4	6	8	-	5	6	-	-	358	615	837	-	358	615	-	-
12	NEBULA GRASPER	PSYCHEDELIC TRANCE	L.E.D.	152-153	5	9	10	-	7	9	11	-	691	1029	1241	-	723	1029	1155	-
12	NIGHT FLIGHT TO TOKYO	SUPER EURO BEAT	MATT LAND	152	5	8	9	-	5	9	-	-	607	879	1186	-	602	864	-	-
12	ON THE TUBE	MINIMAL	Q'HEY	140	5	8	9	-	4	9	11	-	511	938	1080	-	511	938	1149	-
12	PERFECTWORLD	SOFT ROCK	N.A.R.D feat. masayo	151	2	5	7	-	3	5	-	-	289	459	751	-	309	466	-	-
12	Raspberry Heart(English version)	COLORFUL HARDCORE	jun feat. PAULA TERRY	160	5	8	9	-	6	8	10	-	531	797	932	-	524	772	901	-
12	RED ZONE	SPEED RAVE	Tatsh & NAOKI	165	5	9	11	-	5	9	11	-	567	975	1184	-	611	941	1232	-
12	RESONATE 1794	HARD SONATA	KOHTA	160	5	10	11	-	4	11	-	-	469	745	951	-	469	744	-	-
12	ROK DA WORLD	MIXTURE	DJ TOMO	145	4	6	8	-	3	6	-	-	385	705	971	-	385	705	-	-
12	Secret of Love	DRUM'N'BASS	DJ SWAN	162	5	7	11	-	5	9	-	-	553	747	1019	-	496	767	-	-
12	SPEEDY CAT	EUROBEAT	Y&Co.	155	5	8	9	-	5	9	10	-	569	861	1028	-	566	884	978	-
12	Sphere	MEDIEVAL CHOIR	Tatsh feat. K.Nayuki	160	5	9	10	-	5	8	12	-	541	996	1111	-	522	897	1139	-
12	spiral galaxy	PSYCHEDELIC TECHNO	D.J.SETUP	154	5	9	11	12	5	9	10	-	545	1061	1310	1931	564	1038	1139	-
12	Tell Me More…	R&B	Togo-chef feat.朝比奈亜希	90	3	5	8	-	3	6	10	-	294	530	854	-	294	530	891	-
12	TEXTURE	DEATH DISCO	SLAKE	130	3	5	6	-	3	4	7	-	292	494	594	-	294	430	593	-
12	The Hope of Tomorrow	CYBORG TRANCE	Sota Fujimori	144	5	8	10	10	6	9	10	-	536	874	992	1144	535	855	989	-
12	ULTiM∧TE	HYPER J-POP FIVE	ＴЁЯＲＡ	180	5	7	9	-	4	7	-	-	480	744	1006	-	451	736	-	-
12	Wonder Bullfighter	NATURAL SOUND	Twin AmadeuS	126	5	7	11	-	6	8	10	-	489	747	1062	-	451	729	1086	-
12	ピアノ協奏曲第1番"蠍火"	DIRGE	virkato	168-188	5	11	12	-	5	10	12	-	422	1111	1414	-	473	1031	1730	-
12	大桟橋	JAPAN	ウッチーズ	84-168	3	6	9	-	3	6	-	-	247	574	937	-	247	574	-	-
12	太陽～T･A･I･Y･O～	CYBER J-EURO	NAOKI feat. 星野奏子	155	4	8	9	-	4	8	-	-	419	725	880	-	419	725	-	-
12	惑	ASIAN CROSSOVER	Osamu Kubota	110	3	5	7	-	3	5	8	-	350	487	699	-	347	493	779	-
13	100% minimoo-G	SYNTHETIC PROGRESSIVE ROCK	Sota Fujimori	252	5	10	11	-	4	10	11	-	474	871	903	-	474	871	1414	-
13	Agnus Dei	GOTHIC METAL	あさき	70-168	5	9	10	-	5	8	11	-	466	850	1051	-	465	791	1051	-
13	alla turca con passione	NATURAL SOUND	Twin AmadeuS	140	5	8	10	-	4	8	10	-	409	829	1103	-	396	831	1057	-
13	Aurora	TRANCE CORE	Ryu☆	181	7	10	11	-	7	11	12	-	714	1100	1280	-	675	1043	1218	-
13	CaptivAte～浄化～	NOSTALISH REQUIEM	A/I	160	5	9	11	-	5	9	11	-	541	946	1243	-	540	936	1235	-
13	Catch Me	ACID JAZZ	DJ Yoshitaka feat.ERi	115	5	8	10	-	4	9	11	-	405	678	925	-	403	685	922	-
13	Don't let it go	J-POP REMIX	ウッチーズ	160	4	7	9	-	4	6	10	-	360	647	852	-	360	647	852	-
13	double thrash	BATTLE2005	414	166	6	10	11	-	5	11	-	-	527	1066	1206	-	527	1048	-	-
13	EDEN	HYPER J-POP SIX	TЁЯRA	200	6	9	10	11	7	8	10	-	660	969	1363	1637	640	733	1377	-
13	EMPTY OF THE SKY	E-ROCK	AKIRA YAMAOKA	182	3	5	8	-	3	5	8	-	334	526	843	-	334	526	842	-
13	First Resolution	TECHNO RAVE	good-cool	150	5	7	9	-	5	8	11	-	421	808	1077	-	421	819	1077	-
13	FUNKTION	CYBER FUNK	ULTRAdoof	133	5	7	9	-	4	7	9	-	489	840	1040	-	511	797	927	-
13	garden	SWING WALTZ	青野りえ	220	4	7	10	-	4	7	12	-	440	773	1100	-	461	774	1396	-
13	Get'em up to R.A.V.E	RAVE	Disconation	145	5	8	10	-	5	8	-	-	599	892	1158	-	595	890	-	-
13	GREEN EYES	BROKEN TEK	SLAKE	170	6	8	10	-	6	9	-	-	507	827	1123	-	494	828	-	-
13	HAPPY☆ANGEL	HAPPY HARDCORE	jun with TAHIRIH	180	5	7	10	-	6	7	0	-	555	782	1052	-	555	776	1073	-
13	I am	CYBER J-ROCK	有沢みはる from BeForU	190	5	8	10	-	5	8	-	-	555	883	1096	-	611	883	-	-
13	in motion	CLICK HOUSE	Ryu☆	138	5	6	7	-	5	6	8	-	432	545	661	-	432	545	661	-
13	INAZUMA	TRANCE	dj TAKA	148	5	9	11	-	6	9	12	-	561	930	1368	-	584	917	1554	-
13	LESSON 5	HAPPY EXTREME	Risk Junk feat.Erika Mochizuki	152	5	8	10	-	5	7	12	-	654	949	1261	-	542	939	1471	-
13	Listen up	CLICK HOUSE	Mitsuto Suzuki	133	4	7	9	-	5	8	10	-	501	742	1051	-	501	814	1049	-
13	Little Little Princess	PUNK OPERA	SHRINE 418	180-212	5	10	11	-	5	10	11	-	558	1118	1420	-	560	1171	1610	-
13	Love Magic	DRUM'N'BASS	D.J.SWAN	170	5	8	10	-	4	8	-	-	515	895	991	-	515	895	-	-
13	mind the gap	UK PROGRESSIVE	Osamu Kubota	98-147	4	7	9	-	4	8	-	-	395	550	840	-	380	550	-	-
13	MOON RACE	FUTURE HOUSE	ELEKTEL	147	5	7	9	-	5	10	-	-	434	598	957	-	433	598	-	-
13	PATRIOTISM	DRUM'N BASS	kobo	180	4	7	9	-	3	7	-	-	390	679	929	-	386	679	-	-
13	Pink Rose	HEART	kiyommy+seiya	116-146	3	5	8	-	3	5	8	-	297	486	708	-	297	486	770	-
13	PLASMA	SYNTHESIZED TECHNO	Sota Fujimori	148	4	8	10	-	5	8	-	-	479	848	1145	-	479	848	-	-
13	Pollinosis	HARD HOUSE	dj REMO-CON	145	4	6	11	-	4	8	9	-	405	590	1278	-	464	644	829	-
13	POODLE	EUROBEAT	Y&Co.	160	5	8	10	-	5	8	11	-	492	956	1156	-	493	880	1438	-
13	rage against usual	DIGI-ROCK	dj TAKA feat.Gt.Shintaro	152	7	10	12	-	6	11	12	-	697	1060	1527	-	697	1081	1215	-
13	SCREAM SQUAD	BREAKCORE	CALF	220	7	10	12	-	6	10	12	-	609	869	1073	-	579	863	1072	-
13	Scripted Connection⇒	TECHNO	DJ MURASAME	151	6	10	12	-	6	11	12	-	674	1059	1575	-	661	1005	1382	-
13	SEXYSEXYCHEVY	BIG BEAT	MATALLY	140	5	6	8	-	4	7	9	-	418	582	913	-	418	689	913	-
13	SigSig	MAKINA	kors k	179	5	7	10	-	5	7	12	-	548	864	1309	-	552	884	1259	-
13	SPARK !	DANCE POP	SILVER FOX PRODUCTIONS feat.星野奏子	126	4	7	9	-	4	6	8	-	355	681	814	-	355	679	825	-
13	tant pis pour toi	TECHNO	AKIRA YAMAOKA	138	5	8	10	-	4	9	-	-	385	676	862	-	385	676	-	-
13	Tizona d'El Cid	MPB	TOMOSUKE	265	5	9	10	-	5	10	-	-	495	1000	1178	-	491	1000	-	-
13	TOE JAM	COUNTRY TECHNO	BIG IDEA	90-160	4	8	8	-	4	8	-	-	393	704	717	-	393	704	-	-
13	Twelfth Style	HAPPY EURO PARADISE	Tatsh & DAYBREAKERS NEXT	160	6	7	10	-	7	9	10	-	630	778	1033	-	707	976	1070	-
13	Under the sky	J-EUROTRANCE	南さやか(BeForU) with platniX	170	5	7	9	-	5	7	9	-	458	710	875	-	390	670	830	-
13	vault of heaven	ELECTROSHOCK	Mr.T	160	4	8	10	-	4	7	9	-	401	728	1010	-	401	728	1020	-
13	Votum Stellarum	ANTHEM TRANCE	iconoclasm	136-147	4	9	10	-	4	11	-	-	413	857	1017	-	413	965	-	-
13	We are Disっ娘よっつ打ち命	DISCO	DANCE☆MAN feat.Disっ娘	129	3	5	9	-	3	5	9	-	336	490	837	-	336	490	873	-
13	Xepher	MEDIEVAL CHOIR	Tatsh	170	5	10	11	-	5	11	12	-	571	1135	1520	-	559	1089	1498	-
13	オレはビートマニア！お前は何マニア？	FUNK	DANCE☆MAN	123	7	8	10	-	5	8	9	-	414	763	873	-	414	752	789	-
13	キャッシュレスは愛情消すティッシュ	K-GROOVE	GINGER	117-170	4	8	10	-	4	8	-	-	409	689	1079	-	409	689	-	-
13	ヒマワリ	J-HAPPY HARDCORE	小坂りゆ	185	3	9	10	-	4	8	9	-	285	947	1042	-	396	856	943	-
13	ラクエン	REGGAE	Chonan Chiharu	99-198	4	6	11	-	4	9	11	-	369	498	1034	-	368	723	1033	-
13	冥	HUMAN SEQUENCER	Amuro vs Killer	66-200	5	10	12	-	5	11	12	-	555	1111	2000	-	555	1104	2000	-
13	合体せよ！ストロングイェーガー！！(Ryu☆ remix)	HARD DANCE	L.E.D. / Remixed by Ryu☆	155	5	8	11	-	5	9	11	-	564	807	972	-	556	784	935	-
13	月光	J-EUROBEAT	Tatsh feat. 星野奏子	155	5	8	10	-	4	9	11	-	455	900	1246	-	440	922	1175	-
14	ALFARSHEAR 双神威に廻る夢	HYPER J-POP SEVEN	ＴЁЯＲＡ	170	5	7	10	-	6	9	10	-	548	838	1049	-	548	838	1043	-
14	APOCALYPSE ～dirge of swans～	ORATORIO	Zektbach	170	5	9	10	-	5	9	11	-	510	921	1214	-	480	981	1270	-
14	ay carumba!!!!	NUSTYLE GABBA	teranoid＆MC Natsack	180	6	9	10	-	6	10	-	-	520	805	975	-	520	820	-	-
14	BALLAD THE FEATHERS	CELTIC REEL	S.S.D FANTASICA feat.Naomi Koizumi	132	4	6	8	-	5	8	-	-	367	554	764	-	357	560	-	-
14	Bloody Tears(IIDX EDITION)	HARD RENAISSANCE	DJ YOSHITAKA	170	5	9	10	-	5	11	11	-	574	931	1094	-	574	1009	1280	-
14	bluemoon	LATIN HORNS GROOVE	小野秀幸	140	4	7	10	-	5	10	11	-	292	867	1174	-	473	961	1207	-
14	BOOM BOOM DISCO NIGHT	EURO BEAT	Y&Co.	155	5	8	10	-	5	9	10	-	520	938	1151	-	520	927	1148	-
14	BREAK OUT	LOUNGE POP	Remixed by Orange Lounge	129	4	7	9	-	4	7	-	-	352	642	888	-	352	641	-	-
14	Broadbanded	TRANCE	SADA	140	4	8	11	-	4	10	11	-	454	726	1019	-	436	727	899	-
14	Concertino in Blue	PROGRESSIVE	佐々木博史	128-155	5	10	12	-	5	11	12	-	460	915	1311	-	486	972	1425	-
14	CONTRACT	SUBLIME TECHNO	朱雀	180	9	10	11	-	7	10	12	-	648	863	1056	-	607	856	1050	-
14	Crazy K.I.N.O.	MIXTURE	Shoichiro Hirata	145	5	7	9	-	5	8	11	-	435	596	836	-	436	605	996	-
14	D.C.Fish	TECHNO	DJ MURASAME	155	5	9	11	-	5	8	11	-	513	998	1178	-	505	888	1228	-
14	DEEP ROAR	SUPER RAVE BEAT	NAOKI&Tatsh	165	4	7	9	-	5	7	10	-	503	726	976	-	503	721	969	-
14	Double??Loving Heart	J-POP	Tatsh feat.Jun Hirata＆Sayaka Minami	138	3	6	9	-	4	7	0	-	292	671	909	-	393	730	1127	-
14	DUE TOMORROW	TECHNO	Mr.T	100-400	6	9	12	-	6	11	-	-	470	791	1073	-	470	791	-	-
14	Enjoy Your Life	ELECTRONICA	Mr.T plus H	160	4	6	8	-	4	6	-	-	348	554	738	-	348	554	-	-
14	EURO-ROMANCE	80's TECHNO	K-MASERA	161	5	8	10	-	5	8	11	-	497	933	1056	-	494	893	1363	-
14	Ganymede	ESOTERIC SLOWCORE	玄武	72-82	6	10	11	-	8	11	12	-	571	884	1199	-	612	951	1363	-
14	Harmony and Lovely	PROGRESSIVE HOUSE	Ryu☆	135	4	8	11	-	5	9	11	-	457	902	1127	-	457	896	1122	-
14	HEAVENLY SUN(IIDX VERSION)	TRANCE	AKIRA YAMAOKA	130	4	7	10	-	4	8	10	-	421	806	1060	-	421	805	1060	-
14	iFUTURELIST	FUTURE LIST TYPE	AKIRA YAMAOKA	150	4	6	8	-	4	6	-	-	354	585	854	-	352	573	-	-
14	INFERNO	BRAZILIAN POP	caldeira feat.星野奏子	135	5	7	9	-	5	7	10	-	601	828	1008	-	600	856	1175	-
14	Leaving…	SYMPHONIC EURO	SEIYA MURAI meets eimy	145	4	8	10	-	4	7	10	-	396	714	1116	-	386	714	1024	-
14	Look To The Sky(cyber True Color)	TRANCE	Sota Fujimori	145	5	8	9	-	5	9	-	-	505	959	1216	-	506	948	-	-
14	Melody life	NEW ACOUSTIC	Noria	172	4	6	9	-	4	6	-	-	397	673	933	-	399	643	-	-
14	MINT	ELECTRONICA	SLAKE	150	6	10	11	-	5	10	12	-	524	917	1158	-	517	906	1163	-
14	MOON	哀愁ユーロ	dj TAKA feat.Erika Mochizuki	156	5	9	10	-	5	10	-	-	436	1067	1118	-	436	1048	-	-
14	Parasite World	HYPER J-CORE	ＴЁЯＲＡ underground	135	6	9	10	-	7	11	12	-	686	966	1194	-	703	985	1195	-
14	Power of Love	2 STEP	kors k feat.PSY	135	5	7	10	-	4	8	11	-	513	848	1077	-	512	861	1065	-
14	Pretty Punisher	DANCE POP	baby weapon feat. asuka.m	143	4	7	10	-	5	7	-	-	499	748	982	-	499	748	-	-
14	SAMBA DE JANEIRO	SAMBA	Remixed by Lion Musashi	144	5	9	10	-	5	9	-	-	543	1003	1300	-	493	906	-	-
14	So Fabulous !!	BUCHIAGE TRANCE	HHH (Ryu☆ & Dai)	149	5	8	10	-	5	9	12	-	556	784	1191	-	548	853	1214	-
14	SPRING RAIN (LLUVIA DE PRIMAVERA)	TRANCE	Remixed by DJ Yoshitaka	145	4	7	8	-	5	7	9	-	494	680	905	-	494	670	904	-
14	Sun Field	HAPPY POP	mh sequence	152	3	8	11	-	5	9	11	-	287	777	1234	-	449	856	1158	-
14	The Dirty of Loudness	SADISTIC HARDCORE	Tatsh Assault X	165	7	11	12	-	7	11	12	-	740	1154	1327	-	723	1122	1189	-
14	This is Love	CORE POP	D-crew feat.MAKOTO	175	4	9	10	-	5	8	-	-	473	910	1249	-	489	906	-	-
14	tiger yamato	NOISE POP	tiger YAMATO	150	4	7	9	-	4	9	10	-	400	712	951	-	408	721	970	-
14	Tonight?	ELECTROCK	dj REMO-CON	135	3	6	8	-	3	7	-	-	321	590	748	-	321	590	-	-
14	tripping contact	FREEFORM	kors k vs teranoid	182	6	9	12	-	7	10	-	-	686	989	1360	-	725	1081	-	-
14	tripping contact (teranoid&MC Natsack Remix)	GABBA	kors k vs teranoid	187	6	10	11	-	7	10	12	-	646	1020	1258	-	653	968	1367	-
14	TYPE MARS(G-Style Mix)	PSYCHEDELIC TRANCE	L.E.D.	159	5	9	11	-	6	10	-	-	571	974	1237	-	576	990	-	-
14	Ubiquitous Fantastic Ride	ELECTRO LOUNGE	ELEKTEL	172	4	7	8	-	3	8	10	-	325	628	835	-	337	615	792	-
14	waxing and wanding	DANCE SPEED	青龍	191	7	10	11	-	7	10	12	-	658	997	1457	-	647	966	1399	-
14	Why did you go away ～GIRL'S SIGHT～	LOVERS EUROBEAT	jun with TAHIRIH	160	5	8	10	-	5	9	11	-	559	904	1166	-	552	901	1165	-
14	Winning Eleven9 Theme (IIDX EDITION)	NU BIGBEAT BREAKS	Sota Fujimori	140	4	7	9	-	4	7	-	-	420	730	868	-	420	730	-	-
14	wish	CUTE POPS	DJ YOSHITAKA feat.杉村ことみ	115	4	6	7	-	4	6	8	-	401	600	758	-	400	601	784	-
14	WISH(EUROBEAT MIX)	EUROBEAT	DJ YOSHITAKA feat.杉村ことみ	155	5	8	9	-	6	8	10	-	532	824	990	-	532	732	988	-
14	with you…	FUNK'N JAZZ HOUSE	Sota Fujimori	135	4	6	9	-	4	7	11	-	398	580	891	-	398	580	1324	-
14	Zenius-I-vanisher	CYBER OPUS	Tatsh	160	5	7	10	-	5	8	11	-	493	790	1209	-	492	776	1207	-
14	カゴノトリ～弐式～	和式電子音楽	橙色特別室	140	6	9	12	-	6	9	12	-	581	944	1325	-	581	978	1586	-
14	タシカナモノ	POPROCK	星野奏子 with the BAND	180	5	7	9	-	5	7	11	-	472	726	1026	-	470	797	1191	-
14	嘆きの樹	CONTEMPORARY	金獅子	160	8	11	12	-	7	11	12	-	902	1281	2000	-	875	1281	2000	-
14	罠	DRUM'N'ROCK	good-cool	180	2	8	10	-	4	7	-	-	283	777	1231	-	374	730	-	-
14	華蝶風雪	ASIAN MIXTURE	白虎	199	6	10	11	-	7	10	12	-	638	1064	1500	-	626	1041	1481	-
14	虹色	LOVELY TRANS POP	DJ YOSHITAKA feat.G.S.C license	160	5	8	9	-	5	7	8	-	488	792	934	-	488	793	934	-
15	2hot2eat	HINDU SALSA	Osamu Kubota	140-155	4	7	9	-	4	9	-	-	307	612	854	-	311	635	-	-
15	Air Bell	FLOW POP	D-Crew	171	5	6	8	-	5	7	8	-	499	687	868	-	455	642	794	-
15	ANDROMEDA II	PSYCHEDELIC SYNTH TRANCE	Sota Fujimori	152	5	9	10	-	5	10	-	-	501	982	1255	-	534	1084	-	-
15	Blind Justice ～Torn souls, Hurt Faiths～	EPIC POETRY	Zektbach	137-165	6	8	11	-	7	8	10	-	679	1001	1245	-	618	950	1134	-
15	Candy Galy	HAPPY	Risk Junk-G	184	7	10	12	-	6	8	12	-	800	1308	1798	-	642	863	1348	-
15	CaptivAte～裁き～	NOSTALISH REQUIEM	DJ YOSHITAKA feat.A/I	180	6	8	9	-	5	9	11	-	435	663	897	-	422	822	1110	-
15	CaptivAte～誓い～	NOSTALISH REQUIEM	A/I	160	6	9	10	-	6	9	11	-	677	1017	1127	-	710	1078	1319	-
15	Come On	TECHNO RAVE	John Robinson	147	4	7	8	-	4	6	7	-	489	622	922	-	488	720	904	-
15	CROSSROAD	DRAMATIC EURO TRANCE	jun with TAHIRIH	170	5	8	10	-	6	8	10	-	574	883	1097	-	575	857	1047	-
15	Cyber Force	CYBORG TRANCE	Sota Fujimori feat.cyborg AKEMI	146	5	9	10	-	6	8	8	-	637	980	1200	-	610	929	1081	-
15	Dreaming Sweetness	SCOUSE HOUSE	Auridy	140	6	8	10	-	6	8	10	-	611	805	1073	-	609	795	1058	-
15	earth-like planet	ACID JAZZ	ELEKTEL	150	4	7	10	-	4	6	9	-	394	675	1048	-	393	660	1018	-
15	Fascination MAXX	SuperNOVA BEAT	100-200-400	100-400	9	11	12	-	9	11	12	-	508	876	1313	-	475	825	1167	-
15	FIRE FIRE	BUCHIAGE TRANCE	StripE	150	7	10	12	-	7	9	11	-	616	927	1405	-	616	962	1162	-
15	four-leaf	ROCK	Sis Bond Chit	157	4	6	8	-	4	8	-	-	386	642	867	-	386	642	-	-
15	GHOSTBUSTERS	DISCO	Remixed by DJ Yoshitaka	125	3	5	7	-	3	8	-	-	322	524	742	-	324	741	-	-
15	GOLD RUSH	RECKLESS RAVE	DJ YOSHITAKA-G feat.Michael a la mode	162	8	9	11	-	7	8	10	-	608	764	1199	-	601	851	1186	-
15	GRID KNIGHT	ELECTRONICA	SAW WAVE SQUAD	160	6	8	10	-	7	8	10	-	425	1012	1328	-	813	1056	1396	-
15	HALF MOON	PROGRESSIVE	Mutsuhiko Izumi	140	4	8	10	-	4	7	-	-	387	742	953	-	387	742	-	-
15	heaven above	FILTER HOUSE	kors k	132	5	7	9	-	5	7	9	-	418	711	928	-	419	706	921	-
15	High School Love	HIGH SPEED LOVE SONG	DJ YOSHITAKA feat.DWP	180	4	6	9	-	5	7	9	-	438	788	1106	-	439	771	1123	-
15	HONEY♂PUNCH	HAPPY DANCE POP	小坂りゆ	175	4	7	9	-	4	7	10	-	404	723	1036	-	405	690	1085	-
15	INORI	MILLENNIUM TRANCE	dj TAKA feat.HAL	146	6	10	11	-	6	9	12	-	701	1330	1614	-	699	1241	1730	-
15	KAMAITACHI	FREEFORM HARDCORE	DJ TECHNORCH fw.GUHROOVY	165	6	9	11	12	8	10	12	-	647	1039	1368	2000	1005	1335	1662	-
15	LASER CRUSTER	NU-SKOOL BREAKS	L.E.D.	152	7	11	12	-	8	11	12	-	732	1250	1644	-	696	1254	1721	-
15	Love Again...	POPS	Tatsh feat. Junko Hirata	110	4	5	6	-	4	6	-	-	293	400	538	-	396	533	-	-
15	Make Me Your Own	HOUSE	good-cool ft. Raj Ramayya	130	5	9	10	-	4	9	-	-	451	836	1086	-	451	836	-	-
15	METALLIC MIND	OLDSKOOL HARDCORE RAVE	DJ TECHNORCH fw.GUHROOVY	150	4	8	9	-	5	7	-	-	451	735	832	-	451	736	-	-
15	My Only Shining Star	HYPER EUROBEAT	NAOKI feat.Becky Lucinda	155	5	7	9	-	6	7	9	-	590	716	957	-	574	721	920	-
15	never...	DANCE POP	Kanako Hoshino with dj TAKA	130	4	7	8	-	4	6	-	-	414	691	915	-	413	690	-	-
15	op.31 叙情	PIANO CONCERTO	akiko	100-350	4	9	10	-	5	11	-	-	319	699	836	-	334	714	-	-
15	PHOTONGENIC	DRUM & BASS	L.E.D. fw.堀澤麻衣子	176	7	10	10	-	7	9	11	-	701	1002	1163	-	761	1104	1413	-
15	Play back hate you	小倉テクノ	AKIRA YAMAOKA	142	4	8	9	-	6	8	10	-	408	876	1115	-	406	881	1117	-
15	Red Rocket Rising	J-POP	BeForU	155	5	7	10	-	6	9	-	-	415	734	1114	-	552	1082	-	-
15	Roulette	EUROBEAT	Y&Co.	160	5	8	10	-	5	8	10	-	458	741	1073	-	459	753	1075	-
15	Scripted Connection⇒ A mix	TECHNO	DJ MURASAME	151	7	10	12	12	8	10	11	-	865	1155	1575	1749	1079	1269	1382	-
15	Scripted Connection⇒ H mix	TECHNO	DJ MURASAME	151	7	10	11	11	8	10	12	-	875	1059	1275	1466	879	1005	1366	-
15	Scripted Connection⇒ N mix	TECHNO	DJ MURASAME	151	6	8	10	11	6	9	10	-	674	858	1073	1247	661	909	1179	-
15	Second Heaven	HANDZ UP	Ryu☆	149	5	8	11	-	6	8	11	-	500	787	1069	-	500	704	1069	-
15	Sense 2007	RAVE	good-cool	140	9	11	12	-	9	12	12	-	788	1179	1517	-	792	1179	1474	-
15	smile	ELE POP	miru_maki.gjw	189	8	9	11	-	7	9	12	-	744	1107	1464	-	766	1145	1628	-
15	snow storm	TRANCE	dj TAKA	145	4	9	10	12	4	10	12	-	403	1173	1409	1709	407	1173	1750	-
15	So Real	歌謡ハウス	Y&Co. feat.mioco	128	4	6	8	-	4	5	8	-	388	676	860	-	388	675	859	-
15	STARS☆☆☆ (Re-tuned by HΛL) -IIDX EDITION-	HYPER J-POP+	TЁЯRA	145	5	8	9	-	5	7	-	-	554	874	1081	-	554	875	-	-
15	the shadow	SCHRANZ	kors k	156	6	9	11	-	5	9	11	-	618	1084	1480	-	616	1095	1394	-
15	The Smile of You	POP	猫叉Master feat.JESSY	136	5	7	8	-	4	6	7	-	472	658	815	-	523	697	904	-
15	TRANOID	PSG WORKS	T&S seq.factory	130-190	5	10	12	-	6	10	12	-	414	929	1141	-	449	947	1141	-
15	VANESSA	DECEPTIVE GABBA	朱雀	185	8	11	12	12	7	11	12	-	591	938	1228	1771	588	938	1297	-
15	Watch Out!!	HIP HOP	MAD Sequence*	121	4	6	9	-	4	6	-	-	377	544	837	-	377	544	-	-
15	With your Smile	J-HOUSE	Shoichiro Hirata plus Junko Hirata	135	4	6	8	-	4	7	9	-	366	597	788	-	362	616	786	-
15	X-rated	RETRO RAVE	SADA	140	4	8	10	-	5	8	10	-	449	811	1063	-	464	793	1059	-
15	Yabis Starlight	DIGITAL ROCK	DAJI	168	5	8	10	-	5	8	-	-	476	727	1139	-	497	731	-	-
15	カミロ・ウナ・メンデス	SPANISH COOL	山根ミチル	119	3	7	10	-	4	7	-	-	323	629	981	-	325	629	-	-
15	クルクル☆ラブ ～Opioid Peptide MIX～	FUTURE POP	イオンチャンネル	185	5	8	10	-	5	8	10	-	500	766	1144	-	538	816	1182	-
15	シティ･エンジェル	TRANCE	PINK PONG	145	5	7	10	-	5	7	10	-	519	676	1006	-	533	602	1017	-
